,sentence,label
14018,take care flashback swingsets telling tiniest white lies sake feeling free several hours arriving home late staying past curfew watch horror movie well sort,joy
14019,feel develop friendly connection time progresses,joy
14020,feel vulnerable sharing things write hit publish button anyway,fear
14021,feel heartbroken silly way course,sadness
14022,feel disheartened feel nauseous sick,sadness
14023,feel really dirty felt really nice,sadness
14024,mean one feel duty help loyal readers hb understand world going around,love
14025,feel gratitude opportunity met many amazing people magic internet,surprise
14026,know makes bitch half cannot help feel little triumphant see old nemesis come workplace pregnant kid tow fat husband waiting pickup truck rushed clearly unhappy,joy
14027,cant totally defend woman wanted famous nobody around seems able tell handle fame britney leave los angeles starters starting feel lot sympathetic toward,love
14028,feel extraordinarily clever,joy
14029,feel amazing resource families traveling orlando,joy
14030,feel like hot mess probably,love
14031,drink glass champagne feel really relieved,joy
14032,agree hirsi ali policy matters agree much ingrid writes contrast grown country feel little love culture identify least help sympathetic,love
14033,im also feeling overwhelmed often im saying im old shit,surprise
14034,miss friends amp feel neglectful,sadness
14035,attracted feeling admired object desire refusing give,joy
14036,caressed affectionately curled ever close giving wonderfully warm feeling divine mother loving sparsh cannot forget,joy
14037,feel like waiting lifetime unfolding experience always excited share whatever learning unfolding us experience full awareness,joy
14038,get older desire find creative ways continue dancer feel like time body stops reacting responding dance time artistic level honed really great way,joy
14039,still child,anger
14040,im feeling really lonely feeling like im missing part,sadness
14041,felt bubbling feeling pretty soon peek climaxed hands cute little dress,joy
14042,get soon choir dealt feeling headache thats killer could get way angered evening,anger
14043,feel like fear end times gone honestly longing home ever life,love
14044,believe feel sadly truthful,joy
14045,give tips overcoming feelings overwhelmed,fear
14046,didnt feel intimidated felt beginning class,fear
14047,went home day feeling discouraged ground make heart set fulfilling destiny,sadness
14048,feel longing see others rises need never quenched desire never extinguished,love
14049,struggle lick lips least ease dry cracked feeling end getting unwelcome taste mask tied face,sadness
14050,tried convince mine wouldnt actually make feel crappy like real deal still reluctant try,sadness
14051,feel like broke mold least degree comes stereotype sibling rivalry,sadness
14052,feel utterly depend sweet jesus carry next day hour mile conversation minute,joy
14053,feel unfortunate governor riley stated republican party raising funds unseat democrats elections,sadness
14054,feel disturbed inside,sadness
14055,insatiable desire plant clean feeling little bit amorous,love
14056,got feeling respected choice making way answering nobody,joy
14057,care feel unimportant shit together enough dont need anymore,sadness
14058,feel heartbroken tonight,sadness
14059,ive felt last days feel fucking fantastic today,joy
14060,started feeling bit strange,surprise
14061,feel happily rebellious,anger
14062,feeling extremely homesick first two days,sadness
14063,relationship put trust,sadness
14064,feel humiliated mistress watches mince bed wearing frilly pink bloomers pink babydoll,sadness
14065,took mini break posting pics feeling inspired lately,joy
14066,im excited thinking hot man might see sweet little pussy makes feel naughty naught little girl hehehehehe,love
14067,feel like ways im probably putting vulnerable positions enough pushing limits,fear
14068,feeling lousy feeling little normal brought many small things focus everything seemed wonderful,sadness
14069,tired feeling unloved broken thought maybe way,sadness
14070,barely maintain long distance relationships im invested feeling shitty alone,sadness
14071,feel hopeful already taking important action make necessary important changes actually make effective change make soon,joy
14072,feel emotional tried put strong front matter instinct always right okay,sadness
14073,really know suicide attempt accomplished feeling ashamed embarrassed stupid,sadness
14074,im well chuffed made feel fab straight away,joy
14075,feel really low would nice someone hold cry,sadness
14076,dont watch whole lot however turn tv feel stunned,surprise
14077,im feeling less generous call psychotic,love
14078,feel like impressed lot scientists ability quickly pick skills expected tech,surprise
14079,feel bad school,sadness
14080,feel little disheartened dont think feel bad maybe,sadness
14081,feel like pretty supportive,love
14082,feel really fucked things always happen,anger
14083,feel fucking tragic,sadness
14084,may never best selling novel feel joyful alive writing write,joy
14085,feel control petty dissatisfactions trying act think feel positive lives,anger
14086,feel like become ungrateful bastard instead,sadness
14087,bad feeling something respected,joy
14088,feel like ive resolved things last week,joy
14089,think going care less anything matter make feel successful life,joy
14090,would expect understand feel horrible,sadness
14091,feel appalled see misused apostrophe bbc incorrect spelling itv last week,anger
14092,ive feeling awhile looked surprised look said,surprise
14093,began feel ok,joy
14094,need though must admit kept comparing skinny japanese girls see everyday street writing makes feel ludicrous,sadness
14095,actually feeling distressed,fear
14096,im feeling bit homesick,sadness
14097,finally feel sure enough hold words,joy
14098,little always exciting jittery feeling day went holiday im pretty meh,joy
14099,feel utterly disillusioned,sadness
